NAME1,HEX1,HEX1a,NAME2,HEX2,HEX2a,RATIO,CODE
Fern Green,#436B2C,#6bab46,Selago,#ECE8F3,#ffffff,5.2,AA
Seaweed,#182504,#263b06,Boston Blue,#3F9CC0,#65faff,5.2,AA
Flirt,#94137D,#ed1ec8,Mint Green,#51FEAC,#82ffff,6.1,AA
Dark Blue,#2A1ECE,#4330ff,Pigeon Post,#A2BFE2,#ffffff,5.1,AA
Tolopea,#120144,#1d026d,Hot Magenta,#E934D3,#ff53ff,5.3,AA
Black Rose,#61092A,#9b0e43,Apple,#40B03E,#66ff63,4.7,AA
Ultramarine,#021CA1,#032dff,Puerto Rico,#38C5AF,#5affff,5.8,AA
Asphalt,#0B0502,#120803,Kumera,#967127,#f0b53e,4.5,AA
Outer Space,#2F3C3A,#4b605d,Malachite,#16D542,#23ff6a,5.8,AA
Windsor,#57117A,#8b1bc3,Java,#3EC3C7,#63ffff,5.6,AA
Brown Tumbleweed,#3D3216,#625023,Dusty Gray,#A69BA6,#fff8ff,4.7,AA
Haiti,#13062E,#1e0a4a,Ship Cove,#667EA7,#a3caff,4.7,AA
Green Kelp,#273322,#3e5236,Forest Green,#7AA87D,#c3ffc8,4.9,AA
Ripe Plum,#3B0058,#5e008d,Electric Lime,#38FC47,#5aff72,11.4,AAA
Black Forest,#0F1708,#18250d,Wild Blue Yonder,#797CAB,#c2c6ff,4.6,AA
Seance,#7728A6,#be40ff,Bright Turquoise,#18ECEA,#26ffff,5.4,AA
Rusty Nail,#8E5D16,#e39523,Yellow,#F9F80E,#ffff16,5,AA
Ultramarine,#0D0992,#150eea,Light Orchid,#E89BD1,#fff8ff,6.8,AA
Tolopea,#02044C,#03067a,Flamingo,#E15123,#ff8238,4.8,AA
Blue,#176BF0,#25abff,Australian Mint,#F9FFBD,#ffffff,4.6,AA
Jazzberry Jam,#AA1062,#ff1a9d,Peach,#FDC8A9,#ffffff,4.7,AA
Loulou,#490442,#75066a,Wasabi,#8B973A,#def25d,4.8,AA
Timber Green,#152A25,#22433b,Copper,#DF8C76,#ffe0bd,5.9,AA
Night Shadz,#990D44,#f5156d,Algae Green,#8FD4A2,#e5ffff,4.9,AA
Forest Green,#08822D,#0dd048,Early Dawn,#FEF7E3,#ffffff,4.6,AA
Smalt,#0B3BA6,#125eff,Sundown,#EAA6A5,#ffffff,4.8,AA
Dark Blue,#011AC1,#022aff,Marzipan,#F9DEA2,#ffffff,8.3,AAA
Blue Gem,#07138B,#0b1ede,Lucky,#BBA92C,#ffff46,6,AA
Tuna,#36353E,#565563,Malachite,#2AD62B,#43ff45,6.2,AA
Prairie Sand,#88300C,#da4d13,Turquoise Blue,#1ADAEC,#2affff,5,AA
Biscay,#242D5F,#3a4898,Puerto Rico,#58CCAB,#8dffff,6.6,AA
Meteorite,#441B79,#6d2bc2,Gold Sand,#ECBF83,#ffffd2,7.4,AAA
Rebel,#3E110E,#631b16,Piper,#D7662D,#ffa348,4.5,AA
Deep Fir,#093003,#0e4d05,Pistachio,#9CBD07,#faff0b,6.8,AA
Rust,#B03D13,#ff621e,Green Yellow,#9FFA27,#feff3e,4.6,AA
Seance,#6D0879,#ae0dc2,Puerto Rico,#5CD9BE,#93ffff,6.2,AA
Karaka,#1B150B,#2b2212,Rum,#897A9C,#dbc3fa,4.6,AA
Trendy Pink,#674B7F,#a578cb,Aquamarine,#1FFBD4,#32ffff,5.5,AA
Oil,#2D2214,#483620,Persian Pink,#F97CB3,#ffc6ff,6.3,AA
Cedar,#32160B,#502312,Bouquet,#B17591,#ffbbe8,4.6,AA
Deep Blue,#0D0278,#1503c0,Avocado,#9D9B65,#fbf8a2,5.6,AA
Windsor,#4F0778,#7e0bc0,Malachite,#52D850,#83ff80,6.9,AA
Pine Tree,#1F1F03,#323205,Gossamer,#2FA184,#4bffd3,5.2,AA
Congress Blue,#094D97,#0e7bf2,Pastel Green,#77E375,#beffbb,5.2,AA
Persian Indigo,#350E7B,#5516c5,Cascade,#8BA8A9,#deffff,5.5,AA
Violet Eggplant,#B709B3,#ff0eff,Pear,#DAF54A,#ffff76,4.6,AA
Honey Flower,#49076B,#750bab,Malachite,#13D00A,#1eff10,6.6,AA
Deep Koamaru,#1C1C82,#2d2dd0,Portage,#7F9BDF,#cbf8ff,5,AA
Fern Frond,#607112,#9ab51d,Selago,#F0EAF5,#ffffff,4.6,AA
Dark Blue,#1201B5,#1d02ff,Pine Glade,#C1C084,#ffffd3,6.6,AA
Irish Coffee,#5C3E20,#936333,Emerald,#58DE8F,#8dffe5,5.7,AA
Melanzane,#2D0226,#48033d,Blue Green,#14A2BD,#20ffff,6,AA
Violet,#300344,#4d056d,Santas Gray,#A3A3B4,#ffffff,6.9,AA
Electric Violet,#8C37FF,#e058ff,Rice Flower,#EEFADB,#ffffff,4.7,AA
Midnight,#060F30,#0a184d,Emerald,#3FD279,#65ffc2,9.6,AAA
Lucky Point,#171865,#2526a2,Inch Worm,#BCE624,#ffff3a,10.7,AAA
Jaguar,#0B060E,#120a16,Viridian,#418574,#68d5ba,4.6,AA
Vulcan,#12111C,#1d1b2d,Orange Roughy,#CE5E19,#ff9628,4.7,AA
Bronze,#3A1A00,#5d2a00,Juniper,#789598,#c0eef3,4.9,AA
Meteorite,#472689,#723ddb,Sweet Corn,#FDE68C,#ffffe0,8.9,AAA
Purple,#5419A1,#8628ff,Malachite,#41C51F,#68ff32,4.5,AA
Plum,#7E2477,#ca3abe,Shamrock,#61E09E,#9bfffd,5.3,AA
Dark Blue,#4906D6,#750aff,Rajah,#F6B061,#ffff9b,5,AA
Kilamanjaro,#1F0102,#320203,Cranberry,#CF4970,#ff75b3,4.6,AA
Diesel,#170403,#250605,Heliotrope,#C442D2,#ff6aff,4.8,AA
Temptress,#38030E,#5a0516,Pastel Green,#4FC45F,#7eff98,7.9,AAA
Burnt Maroon,#45050C,#6e0813,Di Serria,#D39050,#ffe680,6.2,AA
Sapphire,#404E9B,#667df8,Barberry,#DEDD19,#ffff28,5.2,AA
Persian Indigo,#290F75,#4218bb,Cerulean,#30B8E7,#4dffff,6.4,AA
Black Russian,#180217,#260325,Spring Green,#2CF779,#46ffc2,13.9,AAA
Black Rock,#0B072E,#120b4a,Cerise,#D44895,#ff73ee,4.8,AA
Blue,#1001F1,#1a02ff,Bird Flower,#D0C715,#ffff22,5.2,AA
Daintree,#0E242D,#163a48,Razzle Dazzle Rose,#F44ECC,#ff7dff,5.2,AA
Cognac,#B54724,#ff723a,Inch Worm,#C1FE4B,#ffff78,4.5,AA
Dark Blue,#5C12CD,#931dff,Atlantis,#9DD23C,#fbff60,4.8,AA
Bleached Cedar,#261B2C,#3d2b46,Bay Leaf,#8BAE93,#deffeb,6.7,AA
Aqua Deep,#144B3B,#20785e,Jordy Blue,#8BB9F7,#deffff,4.9,AA
Gulf Blue,#181152,#261b83,Starship,#DFE42B,#ffff45,12.3,AAA
Revolver,#22031D,#36052e,Eastern Blue,#2D95AB,#48eeff,5.5,AA
Seance,#802792,#cd3eea,Conifer,#9DDD4D,#fbff7b,4.9,AA
Midnight,#090D29,#0e1542,Contessa,#BB6565,#ffa2a2,4.7,AA
Congress Blue,#154289,#226adb,Scooter,#2ACFEA,#43ffff,5.2,AA
Firefly,#0E272E,#163e4a,Fruit Salad,#5A9944,#90f56d,4.5,AA
Midnight Blue,#2B4878,#4573c0,Anakiwa,#8EE2FD,#e3ffff,6.3,AA
Gun Powder,#48495D,#737595,Tiara,#C7D1D1,#ffffff,5.6,AA
Burnham,#053529,#085542,Careys Pink,#BA95A1,#ffeeff,5.1,AA
Governor Bay,#0747C3,#0b72ff,Celery,#CACC6A,#ffffaa,4.6,AA
Ultramarine,#011693,#0223eb,Citron,#90A208,#e6ff0d,4.8,AA
Toledo,#38051E,#5a0830,Curious Blue,#1193C4,#1bebff,5,AA
Green Pea,#1A623F,#2a9d65,Regent St Blue,#9FDBED,#feffff,4.8,AA
Bunker,#040E13,#06161e,Sirocco,#6D7F7B,#aecbc5,4.6,AA
Cosmic,#7C4067,#c666a5,Spray,#7FEFFC,#cbffff,5.6,AA
Deep Sea Green,#0B5B5F,#129298,Jagged Ice,#B6E3E2,#ffffff,5.6,AA
Purple Heart,#4D28C9,#7b40ff,Bright Turquoise,#0CE5E6,#13ffff,5.4,AA
Grape,#351B49,#552b75,Caribbean Green,#1AF1A8,#2affff,10.1,AAA
Clairvoyant,#500F5F,#801898,Lima,#7EE33F,#caff65,8.2,AAA
Port Gore,#23275B,#383e92,Caribbean Green,#1BEEC6,#2bffff,9.3,AAA
Violet Eggplant,#B512A6,#ff1dff,Cosmos,#FFDBDA,#ffffff,4.6,AA
Violet Eggplant,#C30EB8,#ff16ff,Mint Tulip,#BCFDFC,#ffffff,4.6,AA
Scarlet Gum,#4D246D,#7b3aae,Aquamarine,#75F5CA,#bbffff,8.8,AAA
Jon,#3A2124,#5d353a,Geraldine,#F47C7D,#ffc6c8,5.6,AA
Moccaccino,#731F1A,#b8322a,Caribbean Green,#0CD6A3,#13ffff,5.8,AA
Navy Blue,#040886,#060dd6,New York Pink,#D8877F,#ffd8cb,5.6,AA
Aubergine,#34030D,#530515,Curious Blue,#008CC7,#00e0ff,4.8,AA
Mariner,#1B6BCB,#2babff,Yellow,#F5FF0E,#ffff16,4.8,AA
Brown Tumbleweed,#3A2F18,#5d4b26,Pastel Green,#79D463,#c2ff9e,7.1,AAA
Smoky,#59587A,#8e8dc3,Chartreuse,#73F72D,#b8ff48,4.9,AA
Purple Heart,#5604B0,#8a06ff,Algae Green,#7FE2C4,#cbffff,6.7,AA
Waikawa Gray,#446E9F,#6db0fe,Chartreuse Yellow,#E5FB15,#ffff22,4.6,AA
Clairvoyant,#590E5D,#8e1695,Chartreuse,#79F504,#c2ff06,9,AAA
Woodsmoke,#02040D,#030615,La Palma,#3E8719,#63d828,4.6,AA
Purple,#61009E,#9b00fd,Malachite,#04EC60,#06ff9a,6.6,AA
Purple,#610796,#9b0bf0,Vivid Tangerine,#F2907F,#ffe6cb,4.6,AA
Teal Blue,#0D4259,#156a8e,Malibu,#53C8F6,#85ffff,5.6,AA
Dark Blue,#1C0EC7,#2d16ff,Inch Worm,#AAEE47,#ffff72,7.8,AAA
Blue Ribbon,#2D5EFA,#4896ff,Tusk,#F1F5BC,#ffffff,4.5,AA
Grenadier,#CC4408,#ff6d0d,Feta,#EEFFEF,#ffffff,4.6,AA
Espresso,#642C23,#a04638,Lavender Pink,#F1A7C8,#ffffff,5.8,AA
Flirt,#9C027A,#fa03c3,Bright Turquoise,#54F5DD,#86ffff,5.7,AA
Dark Fern,#0E4605,#167008,Tree Poppy,#EF950A,#ffee10,4.7,AA
Monza,#D42322,#ff3836,Half And Half,#FFFCDF,#ffffff,5,AA
Blackberry,#4F0E3B,#7e165e,Gorse,#FEEE53,#ffff85,12,AAA
Violet,#230035,#380055,Celery,#ADB13F,#ffff65,8.1,AAA
Electric Violet,#950CD8,#ee13ff,Banana Mania,#F9E7AD,#ffffff,5.1,AA
Sepia Black,#2F0006,#4b000a,Emerald,#43D883,#6bffd2,10.1,AAA
Fern Frond,#57661B,#8ba32b,Broom,#ECEA07,#ffff0b,4.9,AA
Chambray,#3F4F94,#657eed,Starship,#EDFB51,#ffff82,6.7,AA
Te Papa Green,#0E3B32,#165e50,Picton Blue,#05B1EE,#08ffff,5,AA
Azure,#4660A8,#709aff,Aquamarine,#71FDDF,#b5ffff,4.8,AA
Persian Blue,#4B4CE0,#787aff,Hawkes Blue,#D0E7FD,#ffffff,4.8,AA
Dark Tan,#6B0D17,#ab1525,Winter Hazel,#C7C185,#ffffd5,6.7,AA
Plantation,#385049,#5a8075,Aquamarine,#89F3B4,#dbffff,6.4,AA
Timber Green,#0F2F2B,#184b45,Spring Sun,#F3F8D8,#ffffff,13.2,AAA
Deep Blue,#160C7F,#2313cb,Inch Worm,#95D510,#eeff1a,8.5,AAA
Crusoe,#174516,#256e23,Shamrock,#3BC6A4,#5effff,5.2,AA
Diesel,#1B0B14,#2b1220,Green Smoke,#9BAE62,#f8ff9d,7.8,AAA
Steel Gray,#222235,#363655,Sundown,#FDABB4,#ffffff,8.6,AAA
Purple Heart,#8E2BCC,#e345ff,Sahara Sand,#E8E277,#ffffbe,4.6,AA
Cocoa Bean,#512226,#82363d,Malachite,#1DB71A,#2eff2a,4.9,AA
Irish Coffee,#633C26,#9e603d,Emerald,#10D275,#1affbb,4.8,AA
Jaguar,#020512,#03081d,Hot Magenta,#D10FCF,#ff18ff,4.5,AA
Purple Heart,#6639B7,#a35bff,Powder Blue,#A8DDE6,#ffffff,5,AA
Cosmic,#7C3D62,#c6629d,Celery,#D1D463,#ffff9e,4.9,AA
Camarone,#265F24,#3d983a,Malachite,#30F167,#4dffa5,5.1,AA
Copper Rust,#A5474E,#ff727d,Gossip,#DAFAB7,#ffffff,5.1,AA
Red Violet,#C51496,#ff20f0,Carla,#EDFBD4,#ffffff,4.9,AA
Burnt Umber,#8B2E25,#de4a3b,Algae Green,#81DFB9,#ceffff,5.2,AA
Seaweed,#212C0C,#354613,Dodger Blue,#0893F4,#0debff,4.5,AA
Seance,#722390,#b638e6,Mauve,#EBA3FB,#ffffff,4.7,AA
Hibiscus,#C13577,#ff55be,Wild Sand,#F7F2F3,#ffffff,4.7,AA
Camelot,#802F47,#cd4b72,Lemon Chiffon,#FCF9CA,#ffffff,8.1,AAA
Celtic,#18392A,#265b43,Mint Green,#77EF8E,#beffe3,8.8,AAA
Cedar,#432318,#6b3826,Lucky,#A59C01,#fffa02,4.9,AA
Pompadour,#64034C,#a0057a,Malachite,#08BD3C,#0dff60,5,AA
Vivid Violet,#7D2E90,#c84ae6,Sky Blue,#91DCEF,#e8ffff,5.1,AA
Dark Blue,#202CF5,#3346ff,Riptide,#6EEEE9,#b0ffff,5.5,AA
Woodsmoke,#091011,#0e1a1b,Spring Green,#44FC71,#6dffb5,14.1,AAA
Affair,#714B8F,#b578e5,Foam,#CBF4F5,#ffffff,5.7,AA
Bunker,#0E0D13,#16151e,Green,#2F9A15,#4bf622,5.3,AA
Flirt,#A80487,#ff06d8,Riptide,#85FDE8,#d5ffff,5.7,AA
Blue Violet,#575FC4,#8b98ff,Broom,#FEF103,#ffff05,4.6,AA
Buccaneer,#592E25,#8e4a3b,Mauve,#CA94E0,#ffedff,4.8,AA
Coral Tree,#A45C61,#ff939b,Yellow,#FCFE12,#ffff1d,4.5,AA
Purple Heart,#7F1FC4,#cb32ff,Caribbean Green,#21F2AB,#35ffff,5,AA
Black,#010119,#020228,Puerto Rico,#5DD9BA,#95ffff,11.9,AAA
Violet Eggplant,#BC21C0,#ff35ff,Yellow,#FBFD15,#ffff22,4.7,AA
Jaguar,#0E0113,#16021e,Red Ribbon,#EC0B43,#ff126b,4.5,AA
Blackberry,#570B3E,#8b1263,Orchid,#E173CC,#ffb8ff,4.9,AA
Monza,#D5081F,#ff0d32,Hint Of Green,#E0FAE7,#ffffff,4.9,AA
Bunting,#1B2450,#2b3a80,Citron,#9EB42D,#fdff48,6.4,AA
Cod Gray,#000C0B,#001312,Red Violet,#D633A4,#ff52ff,4.6,AA
Woodsmoke,#030A0D,#051015,Brown Rust,#B8604C,#ff9a7a,4.6,AA
Thunderbird,#AC1214,#ff1d20,Reef,#BCF092,#ffffea,5.6,AA
Blackcurrant,#432F42,#6b4b6a,Electric Lime,#2BFA1C,#45ff2d,8.6,AAA
Green Pea,#1B5532,#2b8850,Shamrock,#6CE4BA,#adffff,5.6,AA
Morocco Brown,#481D01,#732e02,Cornflower Blue,#7D92EC,#c8eaff,5,AA
Sepia Black,#2D0701,#480b02,Red Orange,#F62323,#ff3838,4.5,AA
Deep Cove,#13164C,#1e237a,Gray Chateau,#A1A5AC,#ffffff,6.8,AA
Lucky Point,#191058,#281a8d,True V,#8677DD,#d6beff,4.5,AA
Jacaranda,#24042D,#3a0648,Lochinvar,#3C9797,#60f2f2,5.4,AA
Gray Asparagus,#45604F,#6e9a7e,Padua,#B5E9C9,#ffffff,5.1,AA
Aqua Deep,#014B40,#027866,Macaroni And Cheese,#FDB771,#ffffb5,5.9,AA
Meteorite,#41126D,#681dae,Portage,#A5A8F8,#ffffff,6.2,AA
Red Violet,#CD1A91,#ff2ae8,Ottoman,#E7F6EA,#ffffff,4.5,AA
Aztec,#131E1A,#1e302a,Medium Purple,#A36CF2,#ffadff,4.9,AA
Shuttle Gray,#65656C,#a2a2ad,Tea Green,#CCECC4,#ffffff,4.5,AA
Clairvoyant,#54095B,#860e92,Puerto Rico,#0EC3A8,#16ffff,6,AA
Purple Heart,#5E49C6,#9675ff,Manz,#E5EA69,#ffffa8,5,AA
Daisy Bush,#501C9C,#802dfa,Malachite,#11C522,#1bff36,4.5,AA
Arapawa,#0F075F,#180b98,Ship Cove,#7C91BE,#c6e8ff,5.5,AA
Stratos,#04003D,#060062,Bazaar,#987177,#f3b5be,4.6,AA
Dark Tan,#610C0D,#9b1315,Vivid Tangerine,#F38D7F,#ffe2cb,5.7,AA
Tolopea,#170A4E,#25107d,Turkish Rose,#B37582,#ffbbd0,4.9,AA
Purple Heart,#5628BA,#8a40ff,Aquamarine,#8DF3C9,#e2ffff,6.6,AA
Violet Eggplant,#9E3BBC,#fd5eff,Canary,#E0F562,#ffff9d,4.6,AA
Plum,#7A0366,#c305a3,Casablanca,#EEAB43,#ffff6b,5.2,AA
Jazzberry Jam,#A5045A,#ff0690,Green Yellow,#81E624,#ceff3a,4.8,AA
Nile Blue,#063855,#0a5a88,Apple,#4AB351,#76ff82,4.6,AA
Bleached Cedar,#2A1526,#43223d,Razzle Dazzle Rose,#FC26C7,#ff3dff,5.1,AA
Violent Violet,#1C105F,#2d1a98,Bitter Lemon,#C8DD0D,#ffff15,10.7,AAA
Persian Indigo,#351676,#5523bd,Chetwode Blue,#928CF3,#eae0ff,4.8,AA
Cocoa Brown,#311F1C,#4e322d,Gurkha,#9C9B81,#faf8ce,5.5,AA
Jacarta,#382B6F,#5a45b2,Lima,#34B714,#53ff20,4.5,AA
Venice Blue,#1F5788,#328bda,Gorse,#F8F24F,#ffff7e,6.4,AA
Midnight,#031A3B,#052a5e,Horizon,#598DAA,#8ee2ff,4.8,AA
Loulou,#42023F,#6a0365,Pastel Green,#6FD86C,#b2ffad,8.9,AAA
Green House,#38560C,#5a8a13,Aquamarine,#8EF4BC,#e3ffff,6.3,AA
Gondola,#2C1918,#462826,Hot Magenta,#FB25D6,#ff3bff,5,AA
Purple,#73179F,#b825fe,Lightning Yellow,#F2B91E,#ffff30,5,AA
Black Rock,#0A0635,#100a55,Camouflage Green,#74846F,#bad3b2,4.8,AA
Endeavour,#1B53A7,#2b85ff,Golden Fizz,#E1F72F,#ffff4b,6.2,AA
Persian Blue,#382FB4,#5a4bff,Inch Worm,#B2FF6C,#ffffad,7.8,AAA
Chocolate,#3E080A,#630d10,Hot Magenta,#EE34D3,#ff53ff,4.9,AA
Meteorite,#482B8C,#7345e0,Picton Blue,#00C0FE,#00ffff,5,AA
Cloud Burst,#2C3456,#46538a,Melon,#FDBCB9,#ffffff,7.5,AAA
Prairie Sand,#9B3E21,#f86335,Inch Worm,#AAEF37,#ffff58,4.9,AA
Zuccini,#0D3D20,#156233,Shakespeare,#45B2DD,#6effff,5.1,AA
Plum,#72035F,#b60598,Malachite,#03DE67,#05ffa5,6.2,AA
Venice Blue,#315986,#4e8ed6,Oyster Pink,#F0CDCC,#ffffff,4.9,AA
Woodrush,#262906,#3d420a,Moody Blue,#7D84EE,#c8d3ff,4.6,AA
Cardinal Pink,#7D0364,#c805a0,Green Yellow,#97FB15,#f2ff22,7.8,AAA
Midnight Blue,#072E5B,#0b4a92,Bright Turquoise,#0DE3C7,#15ffff,8.3,AAA
Verdigris,#565D33,#8a9552,Candy Corn,#EEE657,#ffff8b,5.3,AA
Diesel,#190408,#28060d,Corn Harvest,#997515,#f5bb22,4.6,AA
Voodoo,#58436F,#8d6bb2,Dolly,#F7F788,#ffffda,7.6,AAA
Electric Violet,#7909EE,#c20eff,Lime,#B8FA02,#ffff03,5.4,AA
Seance,#831595,#d222ee,Sinbad,#9DD4C7,#fbffff,5.1,AA
Martinique,#29223F,#423665,Electric Lime,#12F51C,#1dff2d,10.1,AAA
Firefly,#0C2026,#13333d,Blue Smoke,#74908A,#bae6dd,4.9,AA
Purple Heart,#6F40D4,#b266ff,Electric Lime,#C3F81A,#ffff2a,5,AA
Azure,#3960A9,#5b9aff,Hampton,#E9E0B8,#ffffff,4.6,AA
Purple Heart,#9032BD,#e650ff,Gossip,#D6FBB6,#ffffff,5.4,AA
Governor Bay,#4D3FBB,#7b65ff,Bright Turquoise,#5BECD5,#92ffff,5.2,AA
Calypso,#29677C,#42a5c6,Bitter Lemon,#D8EC12,#ffff1d,4.8,AA
Quincy,#62402B,#9d6645,Shamrock,#33CDAB,#52ffff,4.6,AA
Dark Blue,#0425E6,#063bff,Pastel Green,#75E077,#bbffbe,5.3,AA
Hot Magenta,#CE0DC5,#ff15ff,Cumulus,#FDFED4,#ffffff,4.5,AA
Minsk,#41297C,#6842c6,Sulu,#AEE67D,#ffffc8,7.9,AAA
Midnight,#020229,#030342,Denim,#3C79C8,#60c2ff,4.6,AA
Finlandia,#4E705B,#7db392,Zanah,#D7F0D8,#ffffff,4.6,AA
Black,#1C2728,#2d3e40,Hippie Blue,#63A3B3,#9effff,5.4,AA
Dark Blue,#2101DE,#3502ff,Deco,#C3E098,#fffff3,6.8,AA
Manatee,#66728F,#a3b6e5,Laser Lemon,#FDFF75,#ffffbb,4.5,AA
Verdun Green,#48590B,#738e12,Spring Green,#39F68C,#5bffe0,5.4,AA
Strikemaster,#81577D,#ce8bc8,Golden Fizz,#EEFE4A,#ffff76,5.3,AA
Violent Violet,#310E64,#4e16a0,Dodger Blue,#2695F7,#3deeff,4.9,AA
Kaitoke Green,#015228,#028340,Electric Lime,#44E62A,#6dff43,5.6,AA
Thunderbird,#C12F08,#ff4b0d,Screamin Green,#99FF68,#f5ffa6,4.6,AA
Meteorite,#302276,#4d36bd,Caribbean Green,#49F3B4,#75ffff,9.1,AAA
Melanzane,#270627,#3e0a3e,Orange Roughy,#D05E25,#ff963b,4.7,AA
Denim,#3E66BD,#63a3ff,Riptide,#89FCF7,#dbffff,4.5,AA
Black,#060205,#0a0308,Indigo,#5471D0,#86b5ff,4.6,AA
Cape Cod,#3B443C,#5e6d60,Melrose,#C7C2FD,#ffffff,6,AA
Governor Bay,#2A48C1,#4373ff,Aquamarine,#52F8C9,#83ffff,5.6,AA
Zuccini,#0E4B2F,#16784b,Mantis,#6BC55F,#abff98,4.7,AA
Rhino,#27466C,#3e70ad,Bright Turquoise,#32F3EA,#50ffff,7,AA
Persian Blue,#2331C2,#384eff,Paris Daisy,#EDE760,#ffff9a,7.1,AAA
Cod Gray,#090A07,#0e100b,Sea Green,#308F55,#4de588,4.9,AA
Milano Red,#B50C08,#ff130d,Screamin Green,#59F98C,#8effe0,5.1,AA
Ultramarine,#2F0B98,#4b12f3,Green Yellow,#91EE1F,#e8ff32,8.9,AAA
Blue,#2919FD,#4228ff,Caribbean Green,#17FDB3,#25ffff,5.9,AA
Night Rider,#241711,#3a251b,Razzle Dazzle Rose,#F32DCD,#ff48ff,5,AA
Crimson,#D6033F,#ff0565,Golden Fizz,#EFF929,#ffff42,4.6,AA
Mallard,#29391F,#425b32,Atomic Tangerine,#ED8C5A,#ffe090,5,AA
Purple Heart,#5133BC,#8252ff,Rob Roy,#E0C671,#ffffb5,4.9,AA
Thatch Green,#393919,#5b5b28,Puerto Rico,#07BAA3,#0bffff,4.8,AA
Kaitoke Green,#19532C,#288546,Las Palmas,#C5E202,#ffff03,6.2,AA
Purple Heart,#A92DD0,#ff48ff,Chiffon,#EAF8BD,#ffffff,4.7,AA
Paarl,#A1562F,#ff8a4b,Picasso,#F8F19F,#fffffe,4.6,AA
Jambalaya,#573414,#8b5320,Madang,#AFFBC9,#ffffff,9.2,AAA
Valentino,#330B37,#521258,Blush,#DE6388,#ff9eda,5,AA
Solid Pink,#963A51,#f05d82,Spring Green,#02FC87,#03ffd8,5.1,AA
Deep Teal,#01382F,#025a4b,Lima,#71D21E,#b5ff30,6.8,AA
Outer Space,#343B3D,#535e62,Malachite,#01D424,#02ff3a,5.7,AA
Purple Heart,#5A37C8,#9058ff,Inch Worm,#98DF03,#f3ff05,4.6,AA
Green Vogue,#062E59,#0a4a8e,Christi,#6AAE1F,#aaff32,5,AA
Dark Blue,#1824D7,#263aff,Barberry,#E1DB0E,#ffff16,6.3,AA
Red Violet,#C71F89,#ff32db,Jonquil,#DCF99D,#fffffb,4.5,AA
Port Gore,#1A1949,#2a2875,Olive,#908D00,#e6e200,4.7,AA
Livid Brown,#4D292F,#7b424b,Robin Egg Blue,#04D6D1,#06ffff,6.9,AA
Arapawa,#190D64,#2815a0,Boston Blue,#3199BF,#4ef5ff,5,AA
Green Kelp,#25331F,#3b5232,Havelock Blue,#38A8FB,#5affff,5.2,AA
Deep Blue,#170878,#250dc0,Razzle Dazzle Rose,#FB4EC2,#ff7dff,5.2,AA
Violet Eggplant,#C116B6,#ff23ff,Gossip,#C9FEB4,#ffffff,4.5,AA
Rope,#945921,#ed8e35,Riptide,#87FEEA,#d8ffff,4.7,AA
Mariner,#0B70D6,#12b3ff,Frostee,#EBFAEB,#ffffff,4.5,AA
Orient,#275F86,#3e98d6,Aquamarine,#4DF1CF,#7bffff,4.8,AA
Dell,#336A15,#52aa22,Barberry,#EBDE0F,#ffff18,4.7,AA
Gravel,#4B4951,#787582,Aquamarine,#7CF1C0,#c6ffff,6.4,AA
Bossanova,#5C4272,#936ab6,Inch Worm,#D1FD69,#ffffa8,7.3,AAA
Tolopea,#100847,#1a0d72,Mantis,#79C25A,#c2ff90,8.4,AAA
Claret,#77172B,#be2545,Swamp Green,#B7BA8A,#ffffdd,5.4,AA
Purple,#5218A2,#8326ff,Celery,#BCCC54,#ffff86,5.9,AA
Cannon Black,#261A0E,#3d2a16,Boston Blue,#4297C1,#6af2ff,5.2,AA
Deep Forest Green,#182A06,#26430a,Heliotrope,#E46FF8,#ffb2ff,5.8,AA
Purple Heart,#361FC0,#5632ff,Screamin Green,#7BEE5A,#c5ff90,6.7,AA
Ultramarine,#060092,#0a00ea,Sushi,#7FB545,#cbff6e,6,AA
Mulberry,#B84682,#ff70d0,Feta,#F1FAEC,#ffffff,4.6,AA
Valentino,#301741,#4d2568,Lima,#47B31F,#72ff32,5.8,AA
Purple Heart,#7B07C5,#c50bff,Sky Blue,#77D7EF,#beffff,4.8,AA
Resolution Blue,#001D81,#002ece,Cerulean,#1AC2EC,#2affff,6.7,AA
Blue Gem,#4D149C,#7b20fa,Emerald,#63D589,#9effdb,6,AA
Violet Eggplant,#9320A5,#eb33ff,Electric Lime,#4BF21F,#78ff32,4.7,AA
Paradiso,#2E7C7D,#4ac6c8,Chiffon,#E9FFC7,#ffffff,4.6,AA
Catalina Blue,#022579,#033bc2,Pink Flamingo,#EE52ED,#ff83ff,4.6,AA
Violet Eggplant,#85019D,#d502fb,Electric Lime,#2AF936,#43ff56,5.9,AA
Smalt,#033393,#0552eb,Jungle Green,#56BD9C,#8afffa,4.8,AA
Smoky,#615A72,#9b90b6,Tasman,#D8E3D5,#ffffff,4.9,AA
Bilbao,#297E14,#42ca20,Foam,#D7F9F5,#ffffff,4.6,AA
Minsk,#3C3385,#6052d5,Casper,#9FBDCD,#feffff,5.3,AA
Plum,#864282,#d66ad0,Gossip,#BEEA9C,#fffffa,5,AA
Clairvoyant,#5E1967,#9628a5,Beeswax,#FFF3C7,#ffffff,10.4,AAA
Barossa,#4F0731,#7e0b4e,Wattle,#D3D658,#ffff8d,9.6,AAA
